id;genres;keywords;original_title;runtime;vote_average;vote_count;director
76170;Action Science_Fiction Adventure Fantasy;japan samurai mutant world war i marvel comic;The Wolverine;126.0;6.3;4053;James Mangold
1893;Adventure Action Science_Fiction;prophecy senate queen taskmaster galaxy;Star Wars: Episode I - The Phantom Menace;136.0;6.3;4432;George Lucas
49519;Adventure Animation Comedy Family Fantasy;stone age daughter father prehistoric ancient world;The Croods;98.0;6.8;2399;Chris Sanders
2395;Fantasy Adventure Comedy Family;competition greece colosseum olympic games emperor;Astérix aux Jeux Olympiques;116.0;5.0;471;Thomas Langmann
12100;Drama Action History War;japan world war ii radio transmission marine corps u.s. army;Windtalkers;134.0;5.8;341;John Woo
290595;Action Adventure Drama;witch magic fairy tale snow white huntsman;The Huntsman: Winter's War;114.0;6.0;1523;Cedric Nicolas-Troyan
98566;Science_Fiction Action Adventure Fantasy Comedy;martial arts terrorist hero mutation van;Teenage Mutant Ninja Turtles;101.0;5.8;2636;Jonathan Liebesman
49047;Science_Fiction Thriller Drama;space mission loss space astronaut trapped in space;Gravity;91.0;7.3;5751;Alfonso Cuar\u00f3n
9619;Action Adventure Thriller;helicopter small town mayor evacuation motel;Dante's Peak;108.0;5.7;428;Roger Donaldson
308531;Fantasy Action Adventure Comedy;brother brother relationship turtle sequel based on comic book ninja;Teenage Mutant Ninja Turtles: Out of the Shadows;112.0;5.8;963;Dave Green
166424;Action Adventure Science_Fiction;teleportation transformation telekinesis portal marvel comic;Fantastic Four;100.0;4.4;2278;Josh Trank
1593;Action Adventure Comedy Family Fantasy;museum skeleton night shift chaos genghis khan;Night at the Museum;108.0;6.3;2862;Shawn Levy
254128;Action Drama Thriller;california earthquake catastrophe disaster film 3d;San Andreas;114.0;6.0;2968;Brad Peyton
714;Adventure Action Thriller;london england england spy china news broadcast;Tomorrow Never Dies;119.0;6.0;925;Roger Spottiswoode
2024;Drama History War Action;rebel southern usa loss of son martial arts general;The Patriot;165.0;6.8;1099;Roland Emmerich
163;Thriller Crime;sequel faberg\u00e9 egg dutch eastindian company second part;Ocean's Twelve;125.0;6.4;2124;Steven Soderbergh
787;Action Comedy Drama Thriller;bomb assassin secret identity secret assault rifle;Mr. & Mrs. Smith;120.0;6.5;2965;Doug Liman
262500;Adventure Science_Fiction Thriller;based on novel revolution dystopia sequel dystopic future;Insurgent;119.0;6.2;3829;Robert Schwentke
2567;Drama;ladykiller pilot biography womanizer aviation;The Aviator;170.0;7.0;1489;Martin Scorsese
38745;Comedy;journalist forbidden love princess royal court 3d;Gulliver's Travels;85.0;4.9;621;Rob Letterman
40805;Action Crime Comedy;bomb martial arts assassin vandalism nightclub;The Green Hornet;119.0;5.5;1251;Michel Gondry
53182;Action War;based on graphic novel ancient greece duringcreditsstinger sea battle hand to hand combat;300: Rise of an Empire;102.0;6.1;2397;Noam Murro
41513;Animation Family Adventure Comedy Fantasy;moon magic based on comic book animation good vs evil;The Smurfs;103.0;5.5;1179;Raja Gosnell
13700;Animation Family;farm cow animal;Home on the Range;76.0;5.7;389;Will Finn
262504;Adventure Science_Fiction;based on novel revolution dystopia sequel dystopic future;Allegiant;121.0;5.9;1998;Robert Schwentke
39254;Action Science_Fiction Drama;father son relationship fight sport robot prizefighting;Real Steel;127.0;6.6;2692;Shawn Levy
77931;Fantasy Family Comedy Animation;based on cartoon animation smurf;The Smurfs 2;105.0;5.5;695;Raja Gosnell
1639;Action Adventure Thriller;boat cruise computer disaster diamond;Speed 2: Cruise Control;121.0;4.1;434;Jan de Bont
80274;Science_Fiction Action Adventure;based on novel intolerance chosen one child prodigy futuristic;Ender's Game;114.0;6.6;2303;Gavin Hood
1571;Action Thriller;usa washington d.c. helicopter hostage fbi;Live Free or Die Hard;128.0;6.4;2089;Len Wiseman
120;Adventure Fantasy Action;elves dwarves orcs middle-earth (tolkien) hobbit;The Lord of the Rings: The Fellowship of the Ring;178.0;8.0;8705;Peter Jackson
10204;Action Adventure Comedy;paris london england new york jules verne san francisco;Around the World in 80 Days;120.0;5.7;672;Frank Coraci
10588;Comedy Fantasy Family;cat brother sister relationship boredom chaos step father;The Cat in the Hat;82.0;4.9;366;Bo Welch
2048;Action Science_Fiction;suicide artificial intelligence man vs machine chicago based on novel;I, Robot;115.0;6.7;3793;Alex Proyas
1495;Drama Action Adventure History War;crusade epic knight swordsman order of the templars;Kingdom of Heaven;144.0;6.6;1157;Ridley Scott
10137;Animation Fantasy Family Comedy;brother brother relationship based on novel cat mouse adoption;Stuart Little;84.0;5.8;959;Rob Minkoff
10198;Romance Family Animation Music;based on novel voodoo kiss princess animation;The Princess and the Frog;97.0;6.7;1247;Ron Clements
286217;Drama Adventure Science_Fiction;based on novel mars nasa isolation botanist;The Martian;141.0;7.6;7268;Ridley Scott
1635;Action Thriller Science_Fiction Adventure;clone transplantation love of one's life dystopia genetics;The Island;136.0;6.5;1770;Michael Bay
24113;Comedy Romance;architect cellist friends anniversary;Town & Country;104.0;3.7;16;Peter Chelsom
9679;Action Crime Thriller;brother brother relationship detective car race car thief blackmail;Gone in Sixty Seconds;118.0;6.1;1485;Dominic Sena
98;Action Drama Adventure;rome gladiator arena senate roman empire;Gladiator;155.0;7.9;5439;Ridley Scott
180;Action Thriller Science_Fiction Mystery;self-fulfilling prophecy washington d.c. evidence future hologram;Minority Report;145.0;7.1;2608;Steven Spielberg
672;Adventure Fantasy Family;flying car witch magic cutting the cord child hero;Harry Potter and the Chamber of Secrets;161.0;7.4;5815;Chris Columbus
36557;Adventure Action Thriller;italy poker casino terrorist banker;Casino Royale;144.0;7.3;3855;Martin Campbell
869;Thriller Science_Fiction Action Adventure;gorilla space marine space suit revolution chimp;Planet of the Apes;119.0;5.6;1243;Tim Burton
280;Action Thriller Science_Fiction;cyborg shotgun post-apocalyptic dystopia moral ambiguity;Terminator 2: Judgment Day;137.0;7.7;4185;James Cameron
11322;History Crime Drama;cinema hiding place machinegun prison guard escape from prison;Public Enemies;140.0;6.5;1344;Michael Mann
4982;Drama Crime;underdog black people drug traffic drug smuggle society;American Gangster;157.0;7.4;1502;Ridley Scott
36955;Action Thriller;spy terrorist florida gun kidnapping;True Lies;141.0;6.8;1116;James Cameron
18487;Thriller Drama Crime;hostage new york city new york subway subway train stock market;The Taking of Pelham 1 2 3;106.0;6.2;954;Tony Scott
39451;Comedy Romance;nurse cat father-in-law vomit kids and family;Little Fockers;98.0;5.4;1060;Paul Weitz
27581;Action Comedy Crime;narration ceo fire truck shot in the shoulder zip line;The Other Guys;107.0;6.1;1383;Adam McKay
9268;Action Drama Mystery Thriller;suicide ambush showdown hostage traitor;Eraser;115.0;5.6;543;Chuck Russell
68718;Drama Western;bounty hunter hero plantation society friendship;Django Unchained;165.0;7.8;10099;Quentin Tarantino
10545;Drama Animation Family;paris based on novel judge obsession dance;The Hunchback of Notre Dame;91.0;6.8;1129;Gary Trousdale
11688;Adventure Animation Comedy Family Fantasy;central and south america birthday emperor palace kingdom;The Emperor's New Groove;78.0;7.2;1490;Mark Dindal
76163;Action Adventure Thriller;airplane number in title airplane crash violence beard;The Expendables 2;103.0;6.1;2896;Simon West
2059;Adventure Action Thriller Mystery;riddle treasure treasure hunt archaeologist archeology\u00a0;National Treasure;131.0;6.4;1926;Jon Turteltaub
2486;Fantasy Action Adventure Family;based on novel mythical creature dragon fantasy world teenage hero;Eragon;104.0;4.9;967;Stefen Fangmeier
16523;Family Fantasy;children's book igloo wolf costume swallowed whole hit with a rock;Where the Wild Things Are;101.0;6.4;572;Spike Jonze
116711;Animation Adventure Family Fantasy;fantasy miniature people;Epic;102.0;6.4;1121;Chris Wedge
37710;Action Thriller Romance;paris hotel false identity undercover agent romance;The Tourist;103.0;6.0;1699;Florian Henckel von Donnersmarck
9946;Action Fantasy Horror Mystery;christianity sex new year's eve pastor nudity;End of Days;121.0;5.5;482;Peter Hyams
1372;Drama Thriller Action;rebel journalist journalism loss of family slavery;Blood Diamond;143.0;7.3;2281;Edward Zwick
563;Adventure Action Thriller Science_Fiction;moon asteroid space marine intelligence buenos aires;Starship Troopers;129.0;6.7;1560;Paul Verhoeven
83542;Drama Science_Fiction;clone future dystopia ensemble cast duringcreditsstinger;Cloud Atlas;172.0;6.6;2977;Tom Tykwer
41216;Animation Adventure Family Fantasy;owl;Legend of the Guardians: The Owls of Ga'Hoole;97.0;6.5;703;Zack Snyder
314;Action Crime;white russian sex dc comics beauty sexism;Catwoman;104.0;4.2;808;Pitof
184315;Action Adventure;mercenary battle ancient greece hercules warrior;Hercules;99.0;5.6;1680;Brett Ratner
9016;Adventure Animation Family Fantasy Science_Fiction;cyborg based on novel space marine mutiny loss of father;Treasure Planet;95.0;7.2;948;Ron Clements
18162;Adventure Comedy Science_Fiction;alien life-form dinosaur primate duringcreditsstinger;Land of the Lost;102.0;5.3;381;Brad Silberling
138103;Action Adventure Thriller;cia arms dealer sequel rescue mission hospital;The Expendables 3;127.0;6.1;1795;Patrick Hughes
257088;Action Crime Thriller;undercover undercover agent extreme sports fbi agent 3d;Point Break;114.0;5.5;783;Ericson Core
10214;Fantasy Comedy Family Adventure;baby mask viking;Son of the Mask;94.0;3.6;338;Lawrence Guterman
205775;Thriller Drama Adventure Action History;suicide ocean sea hunger shipwreck;In the Heart of the Sea;122.0;6.5;1276;Ron Howard
11692;Action Comedy Science_Fiction;moon casino bar nightclub future;The Adventures of Pluto Nash;95.0;4.4;142;Ron Underwood
22972;War Action Adventure Drama Thriller;weapon of mass destruction baghdad iraqi\u00a0;Green Zone;115.0;6.4;717;Paul Greengrass
227973;Animation;based on comic strip family 3d charlie brown snoopy;The Peanuts Movie;88.0;6.5;604;Steve Martino
29193;Crime Drama Mystery Thriller;dialogue confidence invention independent film;The Spanish Prisoner;110.0;7.1;73;David Mamet
1734;Adventure Action Fantasy;son ancient egypt bracelet;The Mummy Returns;130.0;6.0;2206;Stephen Sommers
3131;Drama History Crime;fire irish-american immigrant gang war pickpocket;Gangs of New York;167.0;7.1;1910;Martin Scorsese
76758;Drama History War;forced prostitution child rape;金陵十三釵;145.0;7.1;187;Zhang Yimou
9408;Animation Comedy Family;sea world cup surfer wave surfboard;Surf's Up;85.0;5.9;601;Ash Brannon
9890;Action Comedy Science_Fiction;android housewife transformation;The Stepford Wives;93.0;5.4;334;Frank Oz
855;Action History War;prisoners of war wound somalia warlord famine;Black Hawk Down;144.0;7.2;1811;Ridley Scott
77953;Comedy;politics politician election campaign \u00a0north carolinam congressman;The Campaign;85.0;5.6;578;Jay Roach
18;Adventure Fantasy Action Thriller Science_Fiction;clone taxi cyborg egypt future;The Fifth Element;126.0;7.3;3885;Luc Besson
37786;Comedy Drama Romance;;Sex and the City 2;146.0;5.4;426;Michael Patrick King
10501;Adventure Animation Comedy Family;gold horse sword fight;The Road to El Dorado;89.0;7.0;858;Don Michael Paul
57800;Animation Comedy Adventure Family;blue footed booby prehistoric times melting ice badger elephant seal;Ice Age: Continental Drift;88.0;6.2;2672;Steve Martino
150689;Romance Fantasy Family Drama;cinderella magic prince fairy tale kingdom;Cinderella;105.0;6.7;2374;Kenneth Branagh
7980;Fantasy Drama;rape 1970s evidence tree afterlife;The Lovely Bones;136.0;6.6;1065;Peter Jackson
12;Animation Family;father son relationship harbor underwater fish tank great barrier reef;Finding Nemo;100.0;7.6;6122;Andrew Stanton
122;Adventure Fantasy Action;elves orcs middle-earth (tolkien) based on novel suspicion;The Lord of the Rings: The Return of the King;201.0;8.1;8064;Peter Jackson
121;Adventure Fantasy Action;elves orcs middle-earth (tolkien) hobbit based on novel;The Lord of the Rings: The Two Towers;179.0;8.0;7487;Peter Jackson
68737;Adventure Fantasy;magic chosen one dark fantasy witch hunter evil witch;Seventh Son;102.0;5.2;957;Sergei Bodrov
1995;Adventure Fantasy Action Thriller;treasure buddhist monk planetary configuration angkor wat illuminati;Lara Croft: Tomb Raider;100.0;5.7;2192;Simon West
157353;Thriller Science_Fiction Drama Mystery;artificial intelligence technology nanotechnology computer virus super computer;Transcendence;119.0;5.9;2295;Wally Pfister
331;Adventure Action Thriller Science_Fiction;exotic island dna paleontology tyrannosaurus rex velociraptor;Jurassic Park III;92.0;5.7;2077;Joe Johnston
61791;Thriller Action Drama Science_Fiction;intelligence zoo cage dystopia golden gate bridge;Rise of the Planet of the Apes;105.0;7.0;4347;Rupert Wyatt
8204;Adventure Family Fantasy;brother sister relationship family relationships single mother alternate reality mother child relationship;The Spiderwick Chronicles;95.0;6.3;572;Mark Waters
47964;Action Thriller;bomb cia russia escape courthouse;A Good Day to Die Hard;98.0;5.2;3493;John Moore
10733;Western History War;texas officer uprising alamo mexican;The Alamo;137.0;5.8;106;John Lee Hancock
9806;Action Adventure Animation Family;secret identity secret hero island wretch;The Incredibles;115.0;7.4;5152;Brad Bird
1408;Action Adventure;exotic island treasure map ship scalp;Cutthroat Island;119.0;5.7;136;Renny Harlin
32657;Adventure Fantasy Family;monster greek mythology god poseidon \u00a0 lightning bolt;Percy Jackson & the Olympians: The Lightning Thief;118.0;6.0;2010;Chris Columbus
607;Action Adventure Comedy Science_Fiction;secret identity sun glasses undercover space marine illegal immigration;Men in Black;98.0;6.9;4412;Barry Sonnenfeld
863;Animation Comedy Family;museum prosecution identity crisis airplane flea market;Toy Story 2;92.0;7.3;3806;John Lasseter
44048;Action Thriller;runaway train;Unstoppable;98.0;6.3;1165;Tony Scott
5175;Action Comedy Crime Thriller;duringcreditsstinger;Rush Hour 2;90.0;6.4;1054;Brett Ratner
2655;Drama Horror Mystery Thriller;secret haunted house ouija board haunting missing girl;What Lies Beneath;130.0;6.3;488;Robert Zemeckis
22794;Animation Comedy Family;weather food science;Cloudy with a Chance of Meatballs;90.0;6.5;1747;Phil Lord
8355;Animation Comedy Family Adventure;ice age bridge insanity jungle dinosaur;Ice Age: Dawn of the Dinosaurs;94.0;6.5;2271;Carlos Saldanha
116745;Adventure Comedy Drama Fantasy;himalaya photographer magazine iceland daydream;The Secret Life of Walter Mitty;114.0;7.0;3144;Ben Stiller
4327;Action Adventure Comedy Crime Thriller;martial arts female friendship millionaire agent;Charlie's Angels;98.0;5.6;1232;McG
1422;Drama Thriller Crime;undercover boston police friends mafia;The Departed;151.0;7.9;4339;Martin Scorsese
10674;Animation Family Adventure;homeland musical training daughter cricket;Mulan;88.0;7.6;2008;Tony Bancroft
7446;Action Comedy;film making satire jungle movie star southeast asia;Tropic Thunder;107.0;6.5;1667;Ben Stiller
65754;Thriller Crime Mystery Drama;rape journalist based on novel journalism hacker;The Girl with the Dragon Tattoo;158.0;7.2;2434;David Fincher
